president,subgroup,pollster,sponsors,startdate,enddate,samplesize,population,weight,influence,tracking,approve,disapprove,net,adjusted_approve,adjusted_disapprove,adjusted_net,url,createddate,timestamp
Donald Trump (2nd term),Adults,SSRS,CNN,10/27/2025,10/30/2025,1245, A,0.9430971,0,,37,63,-26,37.62247,60.19668,-22.57421,https://s3.documentcloud.org/documents/26211915/cnn-poll-trump-midterms-east-wing-parties.pdf,10/30/2025,16:00:59  2 Apr 2026
Donald Trump (2nd term),All polls,SSRS,CNN,10/27/2025,10/30/2025,1245, A,0.9430971,0,,37,63,-26,38.60076,59.59572,-20.99496,https://s3.documentcloud.org/documents/26211915/cnn-poll-trump-midterms-east-wing-parties.pdf,10/30/2025,16:00:37  2 Apr 2026
Donald Trump (2nd term),Cost,YouGov,CBS News,10/1/2025,10/3/2025,2441, A,0.8358072,0,,35,65,-30,35.50546,64.67575,-29.17029,https://www.scribd.com/document/928352494/Cbsnews-20251005-Shutdown,10/3/2025,16:01:25  2 Apr 2026
Donald Trump (2nd term),Economy,YouGov,CBS News,10/1/2025,10/3/2025,2441, A,0.7254959,0,,40,60,-20,41.04517,60.3217,-19.27653,https://www.scribd.com/document/928352494/Cbsnews-20251005-Shutdown,10/3/2025,16:01:18  2 Apr 2026
Donald Trump (2nd term),Strong,YouGov,CBS News,10/1/2025,10/3/2025,2441, A,0.5997313,0,,25,46,-21,27.03222,45.00601,-17.97379,https://www.scribd.com/document/928352494/Cbsnews-20251005-Shutdown,10/3/2025,16:01:04  2 Apr 2026
Donald Trump (2nd term),Weak,YouGov,CBS News,10/1/2025,10/3/2025,2441, A,0.5997313,0,,17,12,5,16.72152,12.20448,4.517039,https://www.scribd.com/document/928352494/Cbsnews-20251005-Shutdown,10/3/2025,16:01:12  2 Apr 2026
Donald Trump (2nd term),Immigration,YouGov,CBS News,10/1/2025,10/3/2025,2441, A,0.7254959,0,,45,55,-10,45.17162,54.86853,-9.696911,https://www.scribd.com/document/928352494/Cbsnews-20251005-Shutdown,10/3/2025,16:01:22  2 Apr 2026
Donald Trump (2nd term),Adults,YouGov,CBS News,10/1/2025,10/3/2025,2441, A,0.5965921,0,,42,58,-16,42.06847,57.53004,-15.46157,https://www.scribd.com/document/928352494/Cbsnews-20251005-Shutdown,10/3/2025,16:00:59  2 Apr 2026
Donald Trump (2nd term),Voters,Rasmussen Reports,,9/29/2025,10/3/2025,1500, LV,0.1600813,0,TRUE,46,51,-5,43.22636,52.55544,-9.329079,https://www.rasmussenreports.com/public_content/politics/trump_administration_second_term/trump_approval_index_history_second_term#google_vignette,10/3/2025,16:00:51  2 Apr 2026
Donald Trump (2nd term),All polls,YouGov,CBS News,10/1/2025,10/3/2025,2441, A,0.5965921,0,,42,58,-16,43.59466,56.74012,-13.14546,https://www.scribd.com/document/928352494/Cbsnews-20251005-Shutdown,10/3/2025,16:00:37  2 Apr 2026
Donald Trump (2nd term),All polls,Rasmussen Reports,,9/29/2025,10/3/2025,1500, LV,0.1600813,0,TRUE,46,51,-5,42.45343,52.72619,-10.27276,https://www.rasmussenreports.com/public_content/politics/trump_administration_second_term/trump_approval_index_history_second_term#google_vignette,10/3/2025,16:00:37  2 Apr 2026
Donald Trump (2nd term),All polls,NewsNation,,10/27/2025,10/29/2025,1610, RV,1.098647,0,,41,57,-16,41.11778,55.8061,-14.68832,https://www.newsnationnow.com/polls/full-poll-results-newsnation-national-survey-trump/,10/29/2025,16:00:37  2 Apr 2026
Donald Trump (2nd term),Weak,NewsNation,,10/27/2025,10/29/2025,1610, RV,1.098647,0,,18,10,8,17.38402,9.766567,7.617453,https://www.newsnationnow.com/polls/full-poll-results-newsnation-national-survey-trump/,10/29/2025,16:01:12  2 Apr 2026
Donald Trump (2nd term),Trade,Verasight,Strength in Numbers,10/24/2025,10/29/2025,1567, A,0.9405586,0,,39,55,-16,39.00087,55.36884,-16.36797,https://www.gelliottmorris.com/p/new-poll-voters-want-democrats-to,10/29/2025,16:01:27  2 Apr 2026
Donald Trump (2nd term),All polls,Rasmussen Reports,,10/23/2025,10/29/2025,1500, LV,0.1137245,0,TRUE,45,53,-8,41.45343,54.72619,-13.27276,https://www.rasmussenreports.com/public_content/politics/trump_administration_second_term/trump_approval_index_history_second_term#google_vignette,10/29/2025,16:00:37  2 Apr 2026
Donald Trump (2nd term),Voters,Rasmussen Reports,,10/23/2025,10/29/2025,1500, LV,0.1137245,0,TRUE,45,53,-8,42.22636,54.55544,-12.32908,https://www.rasmussenreports.com/public_content/politics/trump_administration_second_term/trump_approval_index_history_second_term#google_vignette,10/29/2025,16:00:51  2 Apr 2026
Donald Trump (2nd term),Strong,NewsNation,,10/27/2025,10/29/2025,1610, RV,1.098647,0,,23,47,-24,24.06647,46.3455,-22.27903,https://www.newsnationnow.com/polls/full-poll-results-newsnation-national-survey-trump/,10/29/2025,16:01:04  2 Apr 2026
Donald Trump (2nd term),Immigration,Verasight,Strength in Numbers,10/24/2025,10/29/2025,1567, A,0.9405586,0,,46,49,-3,46.06271,49.04468,-2.981972,https://www.gelliottmorris.com/p/new-poll-voters-want-democrats-to,10/29/2025,16:01:22  2 Apr 2026
Donald Trump (2nd term),Voters,Targoz Market Research,Overton Insights,10/27/2025,10/29/2025,1200, RV,0.951969,0,,43,55,-12,43.44786,54.43018,-10.98232,https://overtoninsights.com/wp-content/uploads/2025/11/November-2025-Poll-Crosstabs.pdf,10/29/2025,16:00:51  2 Apr 2026
Donald Trump (2nd term),Weak,Verasight,Strength in Numbers,10/24/2025,10/29/2025,1567, A,0.9405586,0,,17,10,7,16.14674,9.693696,6.453044,https://www.gelliottmorris.com/p/new-poll-voters-want-democrats-to,10/29/2025,16:01:12  2 Apr 2026
Donald Trump (2nd term),Immigration,NewsNation,,10/27/2025,10/29/2025,1610, RV,1.098647,0,,45,52,-7,45.0242,51.82882,-6.804619,https://www.newsnationnow.com/polls/full-poll-results-newsnation-national-survey-trump/,10/29/2025,16:01:22  2 Apr 2026
Donald Trump (2nd term),Strong,Verasight,Strength in Numbers,10/24/2025,10/29/2025,1567, A,0.9405586,0,,24,46,-22,26.19282,44.89377,-18.70095,https://www.gelliottmorris.com/p/new-poll-voters-want-democrats-to,10/29/2025,16:01:04  2 Apr 2026
Donald Trump (2nd term),Economy,Verasight,Strength in Numbers,10/24/2025,10/29/2025,1567, A,0.9405586,0,,40,54,-14,40.24265,54.48022,-14.23757,https://www.gelliottmorris.com/p/new-poll-voters-want-democrats-to,10/29/2025,16:01:18  2 Apr 2026
Donald Trump (2nd term),Weak,Targoz Market Research,Overton Insights,10/27/2025,10/29/2025,1200, RV,0.951969,0,,21,11,10,19.72667,10.44979,9.276879,https://overtoninsights.com/wp-content/uploads/2025/11/November-2025-Poll-Crosstabs.pdf,10/29/2025,16:01:12  2 Apr 2026
Donald Trump (2nd term),Voters,NewsNation,,10/27/2025,10/29/2025,1159, LV,1.023126,0,,43,56,-13,43.0478,54.98974,-11.94194,https://www.newsnationnow.com/polls/full-poll-results-newsnation-national-survey-trump/,10/29/2025,16:00:51  2 Apr 2026
Donald Trump (2nd term),All polls,Verasight,Strength in Numbers,10/24/2025,10/29/2025,1567, A,0.9405586,0,,41,56,-15,42.20425,54.2785,-12.07425,https://www.gelliottmorris.com/p/new-poll-voters-want-democrats-to,10/29/2025,16:00:37  2 Apr 2026
Donald Trump (2nd term),Cost,Verasight,Strength in Numbers,10/24/2025,10/29/2025,1567, A,0.9405586,0,,35,61,-26,36.13,59.84883,-23.71883,https://www.gelliottmorris.com/p/new-poll-voters-want-democrats-to,10/29/2025,16:01:25  2 Apr 2026
Donald Trump (2nd term),Strong,Targoz Market Research,Overton Insights,10/27/2025,10/29/2025,1200, RV,0.951969,0,,22,45,-23,23.53149,45.19827,-21.66678,https://overtoninsights.com/wp-content/uploads/2025/11/November-2025-Poll-Crosstabs.pdf,10/29/2025,16:01:04  2 Apr 2026
Donald Trump (2nd term),All polls,Targoz Market Research,Overton Insights,10/27/2025,10/29/2025,1200, RV,0.951969,0,,43,55,-12,43.1119,54.38671,-11.27481,https://overtoninsights.com/wp-content/uploads/2025/11/November-2025-Poll-Crosstabs.pdf,10/29/2025,16:00:37  2 Apr 2026
Donald Trump (2nd term),Adults,Verasight,Strength in Numbers,10/24/2025,10/29/2025,1567, A,0.9405586,0,,41,56,-15,41.13482,54.88338,-13.74856,https://www.gelliottmorris.com/p/new-poll-voters-want-democrats-to,10/29/2025,16:00:59  2 Apr 2026
Donald Trump (2nd term),All polls,Ipsos,The Washington Post | ABC News,10/24/2025,10/28/2025,2725, A,0.8207377,0,,41,59,-18,42.84302,56.95902,-14.116,https://www.washingtonpost.com/documents/1d305cca-df33-44a8-ba8d-c98790a67f99.pdf?itid=lk_inline_manual_4,10/28/2025,16:00:37  2 Apr 2026
Donald Trump (2nd term),Strong,Ipsos,The Washington Post | ABC News,10/24/2025,10/28/2025,2725, A,1.058807,0,,20,46,-26,24.14199,46.00953,-21.86754,https://www.washingtonpost.com/documents/1d305cca-df33-44a8-ba8d-c98790a67f99.pdf?itid=lk_inline_manual_4,10/28/2025,16:01:04  2 Apr 2026
Donald Trump (2nd term),Voters,Hart Research Associates/Public Opinion Strategies,NBC News,10/24/2025,10/28/2025,1000, RV,1.378276,0,,43,55,-12,42.95729,54.64371,-11.68642,https://www.documentcloud.org/documents/26210570-nbc-news-october-2025-poll-11-02-2025-release/?mode=document&q=approve#document/p4,10/28/2025,16:00:51  2 Apr 2026
Donald Trump (2nd term),All polls,Rasmussen Reports,,10/22/2025,10/28/2025,1500, LV,0.1140782,0,TRUE,45,53,-8,41.45343,54.72619,-13.27276,https://www.rasmussenreports.com/public_content/politics/trump_administration_second_term/trump_approval_index_history_second_term#google_vignette,10/28/2025,16:00:37  2 Apr 2026
Donald Trump (2nd term),Weak,Ipsos,The Washington Post | ABC News,10/24/2025,10/28/2025,2725, A,1.058807,0,,20,13,7,17.84753,11.53999,6.30754,https://www.washingtonpost.com/documents/1d305cca-df33-44a8-ba8d-c98790a67f99.pdf?itid=lk_inline_manual_4,10/28/2025,16:01:12  2 Apr 2026
Donald Trump (2nd term),Voters,Rasmussen Reports,,10/22/2025,10/28/2025,1500, LV,0.1140782,0,TRUE,45,53,-8,42.22636,54.55544,-12.32908,https://www.rasmussenreports.com/public_content/politics/trump_administration_second_term/trump_approval_index_history_second_term#google_vignette,10/28/2025,16:00:51  2 Apr 2026
Donald Trump (2nd term),Strong,Hart Research Associates/Public Opinion Strategies,NBC News,10/24/2025,10/28/2025,1000, RV,1.378276,0,,30,48,-18,26.99255,46.15416,-19.16161,https://www.documentcloud.org/documents/26210570-nbc-news-october-2025-poll-11-02-2025-release/?mode=document&q=approve#document/p4,10/28/2025,16:01:04  2 Apr 2026
Donald Trump (2nd term),Voters,Ipsos,The Washington Post | ABC News,10/24/2025,10/28/2025,2203, RV,1.235903,0,,43,57,-14,43.73239,55.37926,-11.64687,https://www.washingtonpost.com/documents/1d305cca-df33-44a8-ba8d-c98790a67f99.pdf?itid=lk_inline_manual_4,10/28/2025,16:00:51  2 Apr 2026
Donald Trump (2nd term),All polls,Hart Research Associates/Public Opinion Strategies,NBC News,10/24/2025,10/28/2025,1000, RV,1.316105,0,,43,55,-12,42.39392,55.21859,-12.82467,https://www.documentcloud.org/documents/26210570-nbc-news-october-2025-poll-11-02-2025-release/?mode=document&q=approve#document/p4,10/28/2025,16:00:37  2 Apr 2026
Donald Trump (2nd term),Weak,Hart Research Associates/Public Opinion Strategies,NBC News,10/24/2025,10/28/2025,1000, RV,1.378276,0,,13,7,6,15.43497,9.131546,6.303424,https://www.documentcloud.org/documents/26210570-nbc-news-october-2025-poll-11-02-2025-release/?mode=document&q=approve#document/p4,10/28/2025,16:01:12  2 Apr 2026
Donald Trump (2nd term),Economy,Ipsos,The Washington Post | ABC News,10/24/2025,10/28/2025,2725, A,0.8207377,0,,37,62,-25,40.09627,62.00053,-21.90426,https://www.washingtonpost.com/documents/1d305cca-df33-44a8-ba8d-c98790a67f99.pdf?itid=lk_inline_manual_4,10/28/2025,16:01:18  2 Apr 2026
Donald Trump (2nd term),Immigration,Ipsos,The Washington Post | ABC News,10/24/2025,10/28/2025,2725, A,0.8207377,0,,43,56,-13,44.91029,56.44202,-11.53173,https://www.washingtonpost.com/documents/1d305cca-df33-44a8-ba8d-c98790a67f99.pdf?itid=lk_inline_manual_4,10/28/2025,16:01:22  2 Apr 2026
Donald Trump (2nd term),Adults,Ipsos,The Washington Post | ABC News,10/24/2025,10/28/2025,2725, A,0.8530062,0,,41,59,-18,41.51297,57.63894,-16.12597,https://www.washingtonpost.com/documents/1d305cca-df33-44a8-ba8d-c98790a67f99.pdf?itid=lk_inline_manual_4,10/28/2025,16:00:59  2 Apr 2026
Donald Trump (2nd term),Trade,Ipsos,The Washington Post | ABC News,10/24/2025,10/28/2025,2725, A,1.058807,0,,33,65,-32,35.34616,65.43259,-30.08643,https://www.washingtonpost.com/documents/1d305cca-df33-44a8-ba8d-c98790a67f99.pdf?itid=lk_inline_manual_4,10/28/2025,16:01:27  2 Apr 2026
Donald Trump (2nd term),Voters,YouGov,Yahoo News,10/23/2025,10/27/2025,1197, RV,0.5636813,0,,43,55,-12,43.48236,54.03912,-10.55676,https://www.scribd.com/document/939641649/Yahoo-YouGov-Ballroom-Poll-October-2025,10/27/2025,16:00:51  2 Apr 2026
Donald Trump (2nd term),Economy,YouGov,Economist,10/24/2025,10/27/2025,1623, A,0.6493296,0,,35,57,-22,36.04517,57.3217,-21.27653,https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_0AkNOQp.pdf,10/27/2025,16:01:18  2 Apr 2026
Donald Trump (2nd term),Voters,Rasmussen Reports,,10/21/2025,10/27/2025,1500, LV,0.1145639,0,TRUE,45,53,-8,42.22636,54.55544,-12.32908,https://www.rasmussenreports.com/public_content/politics/trump_administration_second_term/trump_approval_index_history_second_term#google_vignette,10/27/2025,16:00:51  2 Apr 2026
Donald Trump (2nd term),Voters,Global Strategy Group/GBAO (Navigator Research),,10/23/2025,10/27/2025,1000, RV,0.54843,0,,41,57,-16,41.8158,55.75008,-13.93428,https://navigatorresearch.org/wp-content/uploads/2025/10/Navigator-Topline-F10.27.25.pdf,10/27/2025,16:00:51  2 Apr 2026
Donald Trump (2nd term),All polls,YouGov,Yahoo News,10/23/2025,10/27/2025,1770, A,0.504028,0,,40,56,-16,41.59466,54.74012,-13.14546,https://www.scribd.com/document/939641649/Yahoo-YouGov-Ballroom-Poll-October-2025,10/27/2025,16:00:37  2 Apr 2026
Donald Trump (2nd term),Weak,YouGov,Yahoo News,10/23/2025,10/27/2025,1770, A,0.504028,0,,16,10,6,15.72152,10.20448,5.51704,https://www.scribd.com/document/939641649/Yahoo-YouGov-Ballroom-Poll-October-2025,10/27/2025,16:01:12  2 Apr 2026
Donald Trump (2nd term),Cost,YouGov,Economist,10/24/2025,10/27/2025,1623, A,0.6590824,0,,31,61,-30,31.50546,60.67575,-29.17029,https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_0AkNOQp.pdf,10/27/2025,16:01:25  2 Apr 2026
Donald Trump (2nd term),All polls,Global Strategy Group/GBAO (Navigator Research),,10/23/2025,10/27/2025,1000, RV,0.54843,0,,41,57,-16,41.25455,55.87434,-14.61979,https://navigatorresearch.org/wp-content/uploads/2025/10/Navigator-Topline-F10.27.25.pdf,10/27/2025,16:00:37  2 Apr 2026
Donald Trump (2nd term),Voters,YouGov,Economist,10/24/2025,10/27/2025,1476, RV,0.613956,0,,43,55,-12,43.48236,54.03912,-10.55676,https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_0AkNOQp.pdf,10/27/2025,16:00:51  2 Apr 2026
Donald Trump (2nd term),Strong,YouGov,Economist,10/24/2025,10/27/2025,1623, A,0.4865385,0,,24,48,-24,26.03222,47.00601,-20.97379,https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_0AkNOQp.pdf,10/27/2025,16:01:04  2 Apr 2026
Donald Trump (2nd term),All polls,YouGov,Economist,10/24/2025,10/27/2025,1623, A,0.4865385,0,,39,58,-19,40.59466,56.74012,-16.14546,https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_0AkNOQp.pdf,10/27/2025,16:00:37  2 Apr 2026
Donald Trump (2nd term),Adults,YouGov,Economist,10/24/2025,10/27/2025,1623, A,0.4865385,0,,39,58,-19,39.06847,57.53004,-18.46157,https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_0AkNOQp.pdf,10/27/2025,16:00:59  2 Apr 2026
Donald Trump (2nd term),Adults,YouGov,Yahoo News,10/23/2025,10/27/2025,1770, A,0.504028,0,,40,56,-16,40.06847,55.53004,-15.46157,https://www.scribd.com/document/939641649/Yahoo-YouGov-Ballroom-Poll-October-2025,10/27/2025,16:00:59  2 Apr 2026
Donald Trump (2nd term),Economy,Global Strategy Group/GBAO (Navigator Research),,10/23/2025,10/27/2025,1000, RV,0.54843,0,,38,59,-21,37.54255,58.43182,-20.88927,https://navigatorresearch.org/wp-content/uploads/2025/10/Navigator-Topline-F10.27.25.pdf,10/27/2025,16:01:18  2 Apr 2026
Donald Trump (2nd term),Weak,YouGov,Economist,10/24/2025,10/27/2025,1623, A,0.4865385,0,,15,10,5,14.72152,10.20448,4.51704,https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_0AkNOQp.pdf,10/27/2025,16:01:12  2 Apr 2026
Donald Trump (2nd term),Strong,YouGov,Yahoo News,10/23/2025,10/27/2025,1770, A,0.504028,0,,23,46,-23,25.03222,45.00601,-19.97379,https://www.scribd.com/document/939641649/Yahoo-YouGov-Ballroom-Poll-October-2025,10/27/2025,16:01:04  2 Apr 2026
Donald Trump (2nd term),Weak,Global Strategy Group/GBAO (Navigator Research),,10/23/2025,10/27/2025,1000, RV,0.54843,0,,18,12,6,16.45958,11.53001,4.929569,https://navigatorresearch.org/wp-content/uploads/2025/10/Navigator-Topline-F10.27.25.pdf,10/27/2025,16:01:12  2 Apr 2026
Donald Trump (2nd term),All polls,Rasmussen Reports,,10/21/2025,10/27/2025,1500, LV,0.1145639,0,TRUE,45,53,-8,41.45343,54.72619,-13.27276,https://www.rasmussenreports.com/public_content/politics/trump_administration_second_term/trump_approval_index_history_second_term#google_vignette,10/27/2025,16:00:37  2 Apr 2026
Donald Trump (2nd term),Strong,Global Strategy Group/GBAO (Navigator Research),,10/23/2025,10/27/2025,1000, RV,0.54843,0,,24,45,-21,25.91899,44.81149,-18.8925,https://navigatorresearch.org/wp-content/uploads/2025/10/Navigator-Topline-F10.27.25.pdf,10/27/2025,16:01:04  2 Apr 2026
Donald Trump (2nd term),Immigration,YouGov,Economist,10/24/2025,10/27/2025,1623, A,0.6525463,0,,42,52,-10,42.17162,51.86853,-9.696911,https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_0AkNOQp.pdf,10/27/2025,16:01:22  2 Apr 2026
Donald Trump (2nd term),All polls,The Winston Group,Winning the Issues,10/15/2025,10/26/2025,1000, RV,1.305113,0,,38,55,-17,39.93922,54.74479,-14.80557,https://www.winningtheissues.org/2025/12/31/2025-winning-the-issues-research/,10/26/2025,16:00:37  2 Apr 2026
Donald Trump (2nd term),Economy,Morning Consult,,10/24/2025,10/26/2025,2202, RV,0.5525886,0,,43,48,-5,40.07255,53.02652,-12.95397,https://pro.morningconsult.com/trackers/donald-trump-congress-policy-republicans-polling,10/26/2025,16:01:18  2 Apr 2026
Donald Trump (2nd term),Voters,Morning Consult,,10/24/2025,10/26/2025,2202, RV,0.5339092,0,,46,51,-5,44.90062,51.67728,-6.776661,https://pro.morningconsult.com/trackers/donald-trump-congress-policy-republicans-polling,10/26/2025,16:00:51  2 Apr 2026
Donald Trump (2nd term),Trade,Morning Consult,,10/24/2025,10/26/2025,2202, RV,0.5525886,0,,42,47,-5,37.48343,54.38507,-16.90164,https://pro.morningconsult.com/trackers/donald-trump-congress-policy-republicans-polling,10/26/2025,16:01:27  2 Apr 2026
Donald Trump (2nd term),Cost,Ipsos,Reuters,10/24/2025,10/26/2025,1018, A,0.7644197,0,,27,63,-36,30.55836,62.53588,-31.97752,https://www.reuters.com/world/us/trumps-popularity-dips-americans-sweat-cost-living-reutersipsos-poll-finds-2025-10-28/,10/26/2025,16:01:25  2 Apr 2026
Donald Trump (2nd term),All polls,Morning Consult,,10/24/2025,10/26/2025,2202, RV,0.4748764,0,,46,51,-5,44.40576,52.55352,-8.147758,https://pro.morningconsult.com/trackers/donald-trump-congress-policy-republicans-polling,10/26/2025,16:00:37  2 Apr 2026
Donald Trump (2nd term),All polls,Leger,,10/24/2025,10/26/2025,1010, A,1.152671,0,,39,52,-13,41.32882,52.86497,-11.53615,https://leger360.com/in-the-news-iran-war-most-canadians-oppose-military-escalation-leger-march-2026/,10/26/2025,16:00:37  2 Apr 2026
Donald Trump (2nd term),All polls,Ipsos,Reuters,10/24/2025,10/26/2025,1018, A,0.5456125,0,,40,57,-17,41.84302,54.95902,-13.116,https://www.reuters.com/world/us/trumps-popularity-dips-americans-sweat-cost-living-reutersipsos-poll-finds-2025-10-28/,10/26/2025,16:00:37  2 Apr 2026
Donald Trump (2nd term),Voters,The Winston Group,Winning the Issues,10/15/2025,10/26/2025,1000, RV,1.305113,0,,38,55,-17,40.32662,54.5739,-14.24728,https://www.winningtheissues.org/2025/12/31/2025-winning-the-issues-research/,10/26/2025,16:00:51  2 Apr 2026
Donald Trump (2nd term),Weak,Morning Consult,,10/24/2025,10/26/2025,2202, RV,0.5339092,0,,20,9,11,19.52057,9.620383,9.900187,https://pro.morningconsult.com/trackers/donald-trump-congress-policy-republicans-polling,10/26/2025,16:01:12  2 Apr 2026
Donald Trump (2nd term),Strong,Morning Consult,,10/24/2025,10/26/2025,2202, RV,0.5339092,0,,26,42,-16,24.82487,42.77537,-17.9505,https://pro.morningconsult.com/trackers/donald-trump-congress-policy-republicans-polling,10/26/2025,16:01:04  2 Apr 2026
Donald Trump (2nd term),Immigration,Morning Consult,,10/24/2025,10/26/2025,2202, RV,0.5525886,0,,51,41,10,47.67538,46.39907,1.27631,https://pro.morningconsult.com/trackers/donald-trump-congress-policy-republicans-polling,10/26/2025,16:01:22  2 Apr 2026
Donald Trump (2nd term),Immigration,Ipsos,Reuters,10/24/2025,10/26/2025,1018, A,0.5456125,0,,43,50,-7,44.91029,50.44202,-5.531731,https://www.reuters.com/world/us/trumps-popularity-dips-americans-sweat-cost-living-reutersipsos-poll-finds-2025-10-28/,10/26/2025,16:01:22  2 Apr 2026
Donald Trump (2nd term),Economy,Ipsos,Reuters,10/24/2025,10/26/2025,1018, A,0.5456125,0,,34,58,-24,37.09627,58.00053,-20.90426,https://www.reuters.com/world/us/trumps-popularity-dips-americans-sweat-cost-living-reutersipsos-poll-finds-2025-10-28/,10/26/2025,16:01:18  2 Apr 2026
Donald Trump (2nd term),Economy,The Winston Group,Winning the Issues,10/15/2025,10/26/2025,1000, RV,1.305113,0,,38,56,-18,38.72766,56.32741,-17.59975,https://www.winningtheissues.org/2025/12/31/2025-winning-the-issues-research/,10/26/2025,16:01:18  2 Apr 2026
Donald Trump (2nd term),Adults,Leger,,10/24/2025,10/26/2025,1010, A,1.152671,0,,39,52,-13,40.31254,53.26399,-12.95145,https://leger360.com/in-the-news-iran-war-most-canadians-oppose-military-escalation-leger-march-2026/,10/26/2025,16:00:59  2 Apr 2026
Donald Trump (2nd term),Adults,Ipsos,Reuters,10/24/2025,10/26/2025,1018, A,0.5646653,0,,40,57,-17,40.51297,55.63894,-15.12597,https://www.reuters.com/world/us/trumps-popularity-dips-americans-sweat-cost-living-reutersipsos-poll-finds-2025-10-28/,10/26/2025,16:00:59  2 Apr 2026
Donald Trump (2nd term),Trade,The Winston Group,Winning the Issues,10/15/2025,10/26/2025,1000, RV,1.321238,0,,34,59,-25,35.25957,58.65406,-23.39449,https://www.winningtheissues.org/2025/12/31/2025-winning-the-issues-research/,10/26/2025,16:01:27  2 Apr 2026
Donald Trump (2nd term),Voters,Rasmussen Reports,,10/20/2025,10/24/2025,1500, LV,0.1601538,0,TRUE,46,52,-6,43.22636,53.55544,-10.32908,https://www.rasmussenreports.com/public_content/politics/trump_administration_second_term/trump_approval_index_history_second_term,10/24/2025,16:00:51  2 Apr 2026
Donald Trump (2nd term),All polls,Rasmussen Reports,,10/20/2025,10/24/2025,1500, LV,0.1601538,0,TRUE,46,52,-6,42.45343,53.72619,-11.27276,https://www.rasmussenreports.com/public_content/politics/trump_administration_second_term/trump_approval_index_history_second_term,10/24/2025,16:00:37  2 Apr 2026
Donald Trump (2nd term),Weak,Clarity Campaign Labs,,10/16/2025,10/23/2025,1047, RV,1.127202,0,,19,9,10,17.93991,9.061974,8.877937,https://www.claritycampaigns.com/clarity-omnibus-oct-2025,10/23/2025,16:01:12  2 Apr 2026
Donald Trump (2nd term),Strong,Clarity Campaign Labs,,10/16/2025,10/23/2025,1047, RV,1.127202,0,,27,43,-16,27.03801,43.95014,-16.91213,https://www.claritycampaigns.com/clarity-omnibus-oct-2025,10/23/2025,16:01:04  2 Apr 2026
Donald Trump (2nd term),Weak,Rasmussen Reports,,10/19/2025,10/23/2025,1925, LV,0.8378345,0,,15,9,6,16.21883,9.673255,6.545575,https://www.rasmussenreports.com/platinum/full_week_crosstabs/crosstabs_full_week_crosstabs_october_19_23_2025,10/23/2025,16:01:12  2 Apr 2026
Donald Trump (2nd term),Voters,Clarity Campaign Labs,,10/16/2025,10/23/2025,1047, RV,1.127202,0,,46,52,-6,45.42551,52.63564,-7.210129,https://www.claritycampaigns.com/clarity-omnibus-oct-2025,10/23/2025,16:00:51  2 Apr 2026
Donald Trump (2nd term),Cost,Clarity Campaign Labs,,10/16/2025,10/23/2025,1047, RV,1.127202,0,,34,61,-27,33.91784,60.56659,-26.64875,https://www.claritycampaigns.com/clarity-omnibus-oct-2025,10/23/2025,16:01:25  2 Apr 2026
Donald Trump (2nd term),All polls,Rasmussen Reports,,10/17/2025,10/23/2025,1500, LV,0.33997,0,TRUE,47,51,-4,43.45343,52.72619,-9.272758,https://www.rasmussenreports.com/public_content/politics/trump_administration_second_term/trump_approval_index_history_second_term,10/23/2025,16:00:37  2 Apr 2026
Donald Trump (2nd term),Immigration,Clarity Campaign Labs,,10/16/2025,10/23/2025,1047, RV,1.127202,0,,47,47,0,46.32978,48.04365,-1.713871,https://www.claritycampaigns.com/clarity-omnibus-oct-2025,10/23/2025,16:01:22  2 Apr 2026
Donald Trump (2nd term),Economy,Clarity Campaign Labs,,10/16/2025,10/23/2025,1047, RV,1.127202,0,,42,51,-9,41.1089,52.50155,-11.39265,https://www.claritycampaigns.com/clarity-omnibus-oct-2025,10/23/2025,16:01:18  2 Apr 2026
Donald Trump (2nd term),All polls,Clarity Campaign Labs,,10/16/2025,10/23/2025,1047, RV,1.127202,0,,46,52,-6,44.92825,52.82493,-7.896679,https://www.claritycampaigns.com/clarity-omnibus-oct-2025,10/23/2025,16:00:37  2 Apr 2026
Donald Trump (2nd term),Voters,Rasmussen Reports,,10/17/2025,10/23/2025,1500, LV,0.33997,0,TRUE,47,51,-4,44.22636,52.55544,-8.329079,https://www.rasmussenreports.com/public_content/politics/trump_administration_second_term/trump_approval_index_history_second_term,10/23/2025,16:00:51  2 Apr 2026
Donald Trump (2nd term),Strong,Rasmussen Reports,,10/19/2025,10/23/2025,1925, LV,0.8378345,0,,32,42,-10,27.62962,43.40892,-15.7793,https://www.rasmussenreports.com/platinum/full_week_crosstabs/crosstabs_full_week_crosstabs_october_19_23_2025,10/23/2025,16:01:04  2 Apr 2026
